# 데이터 출처: 환경부 무공해차 통합누리집(ev.or.kr)
시도,지역구분,차종구분,공고파일,접수방법,민간공고대수_전체,민간공고대수_우선순위,민간공고대수_법인기관,민간공고대수_택시,민간공고대수_일반,접수대수_전체,접수대수_우선순위,접수대수_법인기관,접수대수_택시,접수대수_일반,출고대수_전체,출고대수_우선순위,출고대수_법인기관,출고대수_택시,출고대수_일반,출고잔여대수_전체,출고잔여대수_우선순위,출고잔여대수_법인기관,출고잔여대수_택시,출고잔여대수_일반,비고
충북,괴산군,전기승용,추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,109,11,0,5,93,67,10,3,0,54,67,10,3,0,54,42,1,0,5,39,"저희 군으로 신청 연습하지 말아주세요.. 전산에 다 남아서 정리가 많이 어렵습니다 ★하반기 공고 - 7월 1일 (승용50대, 화물 24대)예정★ ★ 26. 4. 30. 추가신청 9대 마감 택시 5대는 아직 물량 남아있으니 신청원하시면 전화부탁드립니다 ★출고순으로 보조금이 지급되므로, 자격부여가 되어도 보조금 수령이 불가할수 있음 ★자격부여 후 2달이내 미출고, 대상자 선정 후 10일이내 미출고 시 - 대기자전환"
충북,음성군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,240,24,0,12,204,389,96,14,3,276,373,92,13,3,265,0,0,0,9,0,2026년 음성군 전기자동차 보급사업 예산이 모두 소진되었습니다. 추가경정예산 편성 일정에 따라 예산 편성 후 추가 공고 및 접수는 7월~8월 중으로 계획 중입니다. ※ 추가공고 계획: 7월~8월 중 ※ 추가공고 물량: 미정 ※ 추가공고 게시처: 음성군 홈페이지(https://www.eumseong.go.kr) 고시/공고 게시판
충북,단양군,전기승용,본공고 1 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,155,20,30,3,102,155,39,9,1,106,142,35,9,1,97,13,0,21,2,5,"<2026년 단양군 전기자동차 보급사업(2차)> ○ 신청기간 : 2026. 5. 13.(수) ~ 예산소진시까지 ○ 접수방법 : 무공해차 구매보조금 시스템(www.ev.or.kr) ○ 사 업 량 - 승 용 : 약 35대 - 화 물 : 약 13대 - 승 합 : 약 1대(일반) ◆ 주의사항 ◆ - 2026년 전기자동차 보급사업 공고문 확인 필수 ※ 공고문 미확인으로 발생하는 불이익은 단양군에서 책임지지 않습니다. - 공동명의자로 등록시 공동명의자 모두 지원자격을 충족해야 함(공동명의는 가족일 경우에만 가능) - 전환지원금은 ""개인""만 해당됨 (개인사업자,법인 등 지급 불가) - 생애최소 구입 신청 시 지방세 세목별 과세증명서(자동차 취등록세, 자동차세 부과이력) 지역 전국, 과세년도는 현재까지로 기준 설정하여 제출 요청 - 보조금 신청서 오기재 및 서류미비 사항으로 인한 책임은 신청자에게 있습니다.(보완사항은 보완 완료 시간으로 접수된것으로 간주) - 구매보조금 지급신청 후, 단양군청 환경과로 원본제출(사본은 원본대조필 날인) <충북 단양군 단양읍 중앙1로 10, 단양군청 환경과(전기차보조금 담당자)> ※ 전화 폭주로 공고문 우선 확인 요청드립니다."
충남,천안시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,856,85,0,42,729,1098,334,28,89,647,1078,323,27,88,640,0,0,0,0,89,2026년도 천안시 전기자동차 보급사업(승용.화물) (2차) - (변경) 6월 둘째주(공고 예정) / 6월 셋째주(접수 예정) ※ 예산 수립 등 검토과정 중으로 공고 및 접수 일정은 유동적으로 바뀔 수 있음
충남,공주시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,130,14,0,6,110,308,78,8,14,208,210,49,4,10,147,0,0,0,0,0,"사업명 : 2026년도 공주시 상반기 전기자동차 보급사업 공고 승용, 화물 전량 마감입니다."
충남,보령시,전기승용,본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 추경1차 3 추경2차 1,*일반: 출고등록순 *우선: 출고등록순,200,16,0,7,177,202,14,0,8,180,192,14,0,8,170,8,2,0,0,7,"★추가모집 접수 마감되었습니다. 하반기 사업은 7월 중 예정임을 안내드립니다.★ ★★★추가모집 관련, 지원물량 확대되었음을 안내드립니다.(추경 1차, 첨부파일3번 확인)★★★ - 2026. 5. 11.(월) 접수된 신청건(142~225번까지)은 배정증빙화면 입력 및 당일(5.11.) 지원가능확인요청 시 대상자 선정가능 <2026년 상반기(추가) 전기자동차(승용·화물) 보급사업> - 접수기간 ※ 예산소진시 조기마감 ★(변경 사항 반영)[승용] '26. 5. 11.(월) 13:00 ~ 6. 5.(금) 18:00 [화물] '26. 5. 13.(수) 10:00 ~ 6. 5.(금) 18:00 - 보급대수: 승용 85대(일반 72, 우선 9, 택시 4), 화물 29대(일반 25, 우선 3, 택배 1) - 선정기준: 출고·등록순(지원가능확인요청순)(※자격부여는 신청접수순으로 예산범위 초과하여 선정하며 대상자 선정된것 아님) ★ 사업포기 시 공고파일1 첨부3 서식에 따라 포기서 제출해 주시기 바랍니다. ※ 기타 자세한 문의사항은 공고문을 참조하시기 바라며, 자격부여, 대상자 선정 요청, 금액확인을 위한 전화문의 자제바랍니다."
충남,아산시,전기승용,본공고 1 본공고 2 본공고 3,*일반: 접수순 *우선: 접수순,592,59,0,29,504,659,59,12,29,559,659,59,12,29,559,0,0,0,0,0,2026년 전기자동차 보급사업(승용·화물) 추가 공고 일정 안내 - 6월 둘째주 공고예정 / 6월 셋째주 접수예정 ※ 이번 공고에서는 하반기 물량 일부 지원하고 8월 중 나머지 물량 지원할 예정임.
충남,서산시,전기승용,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,479,48,0,17,414,528,169,12,11,336,331,109,7,10,205,148,0,0,7,209,"2차 공고문 pdf 파일 추경1차 첨부2에 올렸습니다. 차종별 보조금이 상이하므로 예산범위 내 보급대수는 조정될 수 있음. 자격부여(시, 서류심사) → 지원가능확인요청(대리점) → 예산범위 내 대상자선정 ※ 2차 사업 : 승용차, 화물차 접수 마감★(택시만 접수가능) ※ 2차 사업 예산 범위 내 대상자 선정 완료 (승용차, 화물차) ※ 취소 물량 발생 시 지원가능여부 요청번호★ 승용차 418번부터, 화물차 159번부터 별도 연락드립니다."
충남,논산시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,192,20,0,0,172,242,75,7,2,158,188,62,5,2,119,4,0,0,0,53,"#######승용마감###### ※ 차종별 보조금 차등지원 및 추가 지원금 등으로 인해 보급물량은 별도 공고 없이 조정될 수 있으며, 무공해차 통합누리집 상 실제 잔여량과 차이가 있을 수 있습니다. ※ 순번대로 제출서류 일체를 1개의 PDF파일로 등록 필수(원본 스캔) ※ 공고문 미숙지에 따른 불이익은 논산시에서 책임지지 않음(보완요청으로 인한 처리 지연, 경유 화물 보유자 성능보조금 차감 등) ※ 서류 미비 및 시스템 입력 오류 등 보완 사항이 발생한 경우, 보완 완료 시점을 접수 시점으로 간주 ※ 무공해차 통합누리집 상 지원가능확인요청 순번은 중복될 수 있으며, 보급예정물량은 예산 소진 시 별도 공고 없이 조정될 수 있으므로, 제작·판매사에서는 대상자 선정 문자를 확인한 후, 구매자에게 안내하여 혼란이 없도록 해주시기 바랍니다! ※ 공공기관은 구매계약 체결 전 논산시와 사전 협의 필수"
충남,계룡시,전기승용,본공고 1 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,177,19,0,13,145,289,72,2,0,215,174,31,2,0,141,3,0,0,13,4,"승용,화물 물량마감되었습니다"
충남,당진시,전기승용,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,362,48,0,15,299,548,190,6,12,340,349,119,5,12,213,13,0,0,3,86,"26년 상반기 사업 마감（택시 제외） < 하반기사업 조기공고 안내 > 4.28. 공고 5.11. 10시 승용 접수 (180대)// 5.11. 18시 이후 자격부여// 5.12. 09시 지원가능확인 요청 << 5.13. 승용 대상자 선정 문자전송 완료, 문자를 받지 못하신 분은 9월에 추경 예정이오니 참여 부탁드립니다>> ★★ 공고문에 기재된 바와 같이 실보급 대수는 모델별 차등지원에 따라 변동될수 있습니다. 당초 공고된 보급 대수는 예상 평균치를 기준으로 산정되었으나, 현재 상대적으로 보조금 지원 단가가 높은 차종의 신청 비중이 높아 전체 예산 범위 내에서 보급 가능한 최종 대수가 조정되었습니다. 신청인들에 설명 부탁드립니다★★ 5.14. 10시 화물 접수 (39대) // 5. 14. 14시 이후 자격부여 후 지원가능 확인요청순으로 대상자 선정 // 5.18.까지 확정문자 발송예정 ※실보급대수는 차등지원에 따라 변동될수 있음"
충남,금산군,전기승용,본공고 1 본공고 2 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,180,18,0,18,144,187,39,10,2,136,161,36,9,2,114,19,0,0,16,30,"*친환경자동차 보급 확대를 위하여 전기자동차 구매 시 보조금을 지원하고자 2026년도 전기자동차 민간보급사업을 공고하오니 많은 참여바랍니다. 1. 사업내용 : 전기자동차(화물,승용) 보급사업(2차) 2. 보급대상 : 구매 지원신청 접수일 기준 2개월 이상 계속하여 금산군에 주소를 둔 개인 및 개인사업자, 사업장이 금산군 내 위치한 법인 및 기업 3. 공고기간 : ~ 2026. 11. 30.(월) 4. 신청기간 : 2026. 5. 06.(수). ~ 2026. 11. 30.(월) 18:00 ※보급대수 소진시 조기 마감 5. 보급대수 : 총120대(전기승용 80대, 전기화물 40대) 6. 지원금액 : 차량 가액에 따라 달라짐(무공해차통합누리집 참고) 7. 신청절차 : 신청인은 가까운 자동차 대리점, 영업소에 구매계약 후 저공해차 통합누리집 내 저공해차 구매 보조금 지원 시스템에 제출 ※ 기타 자세한 사항은 붙임 공고문 참조(세부신청절차가 안내되어 있으니 반드시 확인요망) 붙임 2026년 금산군 전기자동차 민간보급 지원사업(2차) 공고문. 1부. 끝."
충남,부여군,전기승용,본공고 1 본공고 3 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,190,18,0,16,156,165,30,2,7,126,117,22,2,7,86,73,0,0,9,70,"상반기 1, 2차 전기승용 마감 ※ 전기택시는 별도 문의 바랍니다."
충남,서천군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,96,9,0,9,78,116,14,5,0,97,84,10,1,0,73,12,0,0,9,5,※ 조기공고 마감되었습니다.
충남,청양군,전기승용,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,130,0,0,0,130,103,20,3,0,80,74,17,1,0,56,56,0,0,0,74,"상반기 2차 공고 · 승용 39대 · 화물 18대 · 접수기간: 2026.05.22. ~ 8.10. 첫날은 사전검토만 진행하며, 이후 절차는 둘째날(26일) 09:00부터 시작 22일(금) 접수된 신청서 -> 당일 검토 후 18:00이후 '자격부여' 자격부여된 신청 ->26일(화) 09:00부터 지원가능확인요청 가능(출고예정일이 명시 된 자료 첨부 필수) ※예산 소진 시 조기마감 ※※2차공고 승용, 화물 마감※※"
충남,홍성군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,234,37,0,9,188,376,83,9,9,275,213,33,6,9,165,21,4,0,0,23,"☆하반기 사업 조기 공고☆ 택시 1대 남았습니다.(우선순위, 일반 물량 마감)"
충남,예산군,전기승용,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,200,20,0,10,170,213,42,6,9,156,137,25,3,8,101,63,0,0,2,69,예산 내 승용마감
충남,태안군,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,295,10,0,10,275,191,12,4,0,175,155,11,3,0,141,140,0,0,10,134,※ 전기 승용 및 화물 상반기 마감(추가공고 포함) → 전기승합(버스) 개인 신청 가능 → 하반기 공고는 추경 확정 후 예정(일정 미정)
전북,전주시,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,940,64,0,32,844,813,81,15,56,661,641,65,6,33,537,299,0,0,0,307,"1. 하반기 보급물량(시스템상 ’추경1차‘) 1) 전기승용 : 300대(일반·우선순위·택시 물량을 구분하지 않고 통합하여 대상자 선정) 2) 전기화물 : 50대(일반·우선순위·택배 물량을 구분하지 않고 통합하여 대상자 선정) 3) 전기승합 : 4대(일반 3, 어린이통학용 1) ※ 택시는 택시 물량으로, 택배는 택배 물량으로 신청해야 추가보조금 지급 가능 ※ 차종별 보조금 차등 지원 및 추가 지원 여부에 따라 보급물량은 변동될 수 있음 ※ 예산 소진 시 조기 마감 ※ 신청자격 및 신청절차 등 자세한 사항은 공고문 참조 ※ 시스템의 출고잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인 바랍니다 2. 전기승용/화물/승합 보조금 신청기간(시스템상 ’추경1차‘) 1) 전체기간 : '26. 6. 15. (월) 09:00 ~ '26. 11. 30. (월) 18:00 2) 서류 접수 기간 : '26. 6. 15. (월) 09:00 ~ '26. 6. 17. (수) 18:00 3) 자격 부여 기간 : '26. 6. 15. (월) 09:00 ~ '26. 6. 19. (금) 18:00 4) 지원 가능 여부 확인 요청(승용) : '26. 6. 22. (월) 09:00 ~ 5) 지원 가능 여부 확인 요청(화물/승합) : '26. 6. 24. (수) 09:00 ~ ※ 신청 시 공고구분은 반드시 ’추경1‘로 선택하여야 함"
전북,군산시,전기승용,본공고 1 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,474,47,2,24,401,842,228,12,26,576,386,111,7,19,249,88,0,0,5,152,"★★ 2차 사업 마감 2026년 전기자동차 보급사업 2차 안내 1. 신청기간 : 2026. 6. 1.(월) 09:00 ~ 6. 30.(화) 18:00 ※ 예산소진시 조기마감 - 지원가능확인 요청 : 2026. 6. 4.(목) 09:00 2. 보급대수 : 승용 94대 3. 선정기준 : 차량 출고 등록순(지원가능여부요청순) ※ 자격부여는 대상자 확정이 아니며, 지원가능여부 요청순에 따라 대상자 확정 진행합니다. ★ 반드시 공고문을 확인하시기 바라며 공고문 미숙지에 따른 불이익은 군산시에서 책임지지 않습니다. ★★ 빠른 업무처리를 위해 차량보조 금액, 신청일자 등 단순문의는 가급적 자제해 주시기 바랍니다. - 대상자 선정, 보조금 지급 등은 독촉 전화와 관계없이 순차적으로 진행됩니다. -------------------------------------------------------------------------- ★★1차 사업 신청접수 마감. <2026년 군산시 전기자동차 민간보급사업 승용전기차 상반기 공고(1차) ○승용 : 380대 신청접수 : '26. 2. 11. -지원가능확인 요청 : '26. 2. 20. 09:00 -------------------------------------------------------------- ※ 자세한 사항은 공고문을 확인하시기 바랍니다.(보조사업 준수사항, 의무운행기간 확인바람) ※ 향후 대상자 선정 후 지급신청 시 원본서류 별도 제출 바람 - 우편주소 : 전북특별자치도 군산시 시청로 17, 군산시청 기후환경과 전기차 담당자 앞 ※ 자격부여 및 대상자 선정 후 별도 문자안내 없음 ※ 대상자 선정 후 10일내 출고증빙서류(전자세금계산서) 미첨부시 별도 통보없이 대상자선정 취소처리함"
전북,익산시,전기승용,본공고 1 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,284,14,0,14,256,306,51,1,29,225,200,41,1,10,148,84,0,0,4,108,"<2026년 익산시 전기자동차(승용, 화물) 민간보급 사업 공고(2차)> □ 신청 및 지원가능 기간 (* 예산소진시 조기마감) 가. 승용 - 신 청 : 2026. 06. 15.(월) ~ 2026. 06. 16.(화) - 지원가능 : 2026. 06. 19.(금) 09:00 나. 화물 - 신 청 : 2026. 06. 22.(월) ~ 2026. 06. 23.(화) - 지원가능 : 2026. 06. 26.(금) 09:00 □ 보급대수: 총 118대(승용 84대, 화물 34대) ※ 보급여건, 예산증감에 따라 변동 가능 □ 선정방법: 출고등록순 □ 지원한도: 1인 1대, 법인 1대 □ 신청자격: (공통)신청 접수일 기준 연속 3개월 이상 익산시에 주소를 둔 자 □ 보급차량: 환경부 무공해차 통합누리집(ev.or.kr.)에서 열람 ----------------------------------------------------------------------------------------------- ★ 자세한 사항은 공고문 확인 ★ 원본서류 : 전북 익산시 인북로32길 1 익산시청 7층 환경정책과 제출(미제출 시 보조금 미지급) ★ 자격부여 및 대상자 선정 후 문자통보 없음, 시스템 직접 확인 요망 ★ 우선 처리 요청 전화 자제, 신청순서에 따라 공정하게 서류 심사(서류 접수 후 1~2일 소요)"
전북,정읍시,전기승용,본공고 1 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,190,14,0,10,166,292,86,7,10,189,178,54,5,8,111,12,0,0,2,55,"★★승용 마감, 하반기 7월 예정★★ <2026년 정읍시 전기자동차 보급사업 2차> ○ 신청기간 : 2026. 5. 21.(목) ~ 2026. 5. 22.(금) *예산 소진 시 마감 ★ 지원가능요청 : 승용 2026. 5. 26.(화) 09:00 / 화물 2026. 5. 27.(수) 09:00 ★ ○ 보급대수 : 70대(승용 50대, 화물 20대) ※ 보급대수는 여건 및 예산 범위 내에서 변동될 수 있음 ※ 택시 잔여 물량은 하반기부터 일반물량 통합 진행 ○ 지원대수 : 1대(개인, 개인사업자, 법인 등) ○ 선정방법 : 출고·등록순 ○ 지원대상 : 신청일 기준 연속으로 3개월(90일)이상 정읍시에 주소지를 두고 있는 만 18세 이상 정읍시민 ** 하반기 7월 예정 ** 처리 독촉 및 단순 문의 전화 자제요망 ** 서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출. ** 지급 신청한 후 지원신청 서류 및 지급신청 서류 원본제출. (우편주소 : 전북특별자치도 정읍시 충정로 237, 거안빌딩 2층 자원순환과 전기차 담당자 앞) **시스템의 출고잔여 대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바람"
전북,남원시,전기승용,본공고 1 본공고 2 추경1차 1 추경1차 2,*일반: 접수순 *우선: 접수순,120,12,0,6,102,215,46,3,6,160,121,24,1,5,91,0,0,0,1,11,"*********추가공고 승용, 화물 접수마감********** <2026년 남원시 상반기 전기자동차 보급사업 추가(1차) 공고> ****붙임문서 : 추경1차 공고**** ○ 신청기간 : 2026. 6. 4.(목) ~2026. 6. 30.(화) *예산 소진시 마감 - 승용 : 2026. 6. 4. 10시 30분 부터 접수 시작 - 화물 : 2026. 6. 4. 14시 30분 부터 접수 시작 ○ 보급대수 : 50대(승용 30대, 화물 20대) **여건 및 예산 범위 내에서 변동 ○ 선정방법 : 접수+차량출고 등록순 ○ 지원대수 : 승용, 화물 각 1대 *********본 공고 승용, 화물 접수 마감************ ※시스템의 출고잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인 바랍니다 <2026년 남원시 상반기 전기자동차 보급사업> ○ 신청기간 : 2026. 2. 9.(월) ~2026. 6. 30.(화) *예산 소진시 마감 ○ 보급대수 : 201대(승용 120대, 화물 78대, 승합 3대) **여건 및 예산 범위 내에서 변동 ○ 선정방법 : 접수+차량출고 등록순 ○ 지원대수 : 승용 화물 승합 1대(개인, 법인, 사업자, 단체 등) **전북특별자치도 및 남원시 보조금을 지급 받은 전기자동차 구매자는 의무운행기간을 전북특별자치도 내에서 준수하여야 함 - 의무운행기간 미준수(타시도 판매)싱는 환수율에 따라 보조금(도·시비)을 환수함 - 전기화물차를 구매한 자가 해당 차량을 2만km이상 운행하지 아니하고 최초 등록한 날로부터 2년 이내에 판매하는 경우 보조금 수령자로부터 지급된 보조금의 30%를 회수 **서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출 **지급 신청한 후 지원신청서류 및 지급신청 서류 원본 제출 (우편주소 : 전북특별자치도 남원시 시청로 60, 환경과 전기차 담당자 앞) ※시스템의 출고잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인 바랍니다 ****생애 첫차 구입 및 다자녀 혜택 : 붙임 2참고**** 한국환경공단: 법인(전기승용 및 전기화물) 2대 이상 구매 시(☎1661-0970)"
전북,김제시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,178,18,0,9,151,184,35,5,9,135,176,34,3,9,130,2,0,0,0,21,"- 상반기 신청기간 : 2025.2.20.(금) 10:00 ~ 2025.6.30.(화) 18:00 [예산소진시 조기마감] - 상반기 보급대수 : 승용 178대/ 화물 119대 승용 택시 1대, 화물 택배 5대 외 모두 마감했습니다. ※ 기타 자세한 사항은 공고문 참고"
전북,완주군,전기승용,본공고 1 추경1차 1 추경1차 2,*일반: 출고등록순 *우선: 출고등록순,196,16,0,10,170,356,16,8,8,324,191,16,4,8,163,5,0,0,2,7,"☆★☆★☆2026년 상반기 추가공고 마감☆★☆★☆ - 하반기 공고 8월 이후 예상(미정), 추경 완료 후 공고 예정 - 1. 공고대수 : 승용 36대(일반 34대, 택시 2대), 화물 10대 (신청마감) ※ 차종별 보조금은 상이하며, 지원금액 및 예산 집행 상황에 따라 보급물량은 조정될 수 있음. 2. 선정방법 : 출고등록순 3. 지원가능 확인요청일 : 5월 13일 ~ 14일 (자세한 사항은 공고문 참조) ※ 승용 선정 마감 ※ 화물 선정 마감 ★ 자세한 사항은 공고문 참고 ★ 전환지원금은 개인(개인사업자 불가)만 신청가능하며 판매 및 폐차관련서류는 보조금 지급신청전까지 제출(대리점에서는 전환지원금 Y로 체크) ★ 빠른 처리를 위한 단순 접수알림, 처리 독촉 전화 자제 요망"
전북,진안군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,60,0,0,2,58,60,9,1,0,50,60,9,1,0,50,0,0,0,2,8,
전북,무주군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,37,4,0,2,31,39,4,1,2,32,39,4,1,2,32,0,0,0,0,0,"승용 마감, 화물 마감 2차 공고는 6월말 또는 7월(예정), 구체적 날짜는 아직 없습니다. 물량은 승용 14대 화물 7대 공고 예정입니다. 일정: 6.24.(수) 예정"
전북,장수군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,44,3,0,2,39,46,7,1,0,38,42,6,1,0,35,2,0,0,2,4,
전북,임실군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,67,10,1,0,56,66,21,0,0,45,66,21,0,0,45,1,0,1,0,11,"*상반기 승용 마감 *하반기 7월 접수 예정 *********************** [2026년 상반기 임실군 전기자동차 민간보급사업 공고] 1. 신청기간: 2026. 2. 24.(화) 10:00 ~ 6. 30.(화) 18:00 ※예산소진시 조기마감 2. 보급물량: 전기승용 67대, 전기화물 24대 3. 선정방법: 출고등록순 4. 지원한도: 차종당 1인 1대 5. 신청대상: (공통)신청접수일 이전부터 연속하여 3개월(90일) 이상 임실군에 주소를 둔 자 6. 보급대상차량: 환경부 무공해차 통합누리집(ev.or.kr) 구매 및 지원 → 무공해차 구매보조금 지원 → 구매보조금 지급현황 → 차종, 세부 차종, 기준년도 선택 → 지자체 차종별 보조금 클릭 → 해당 지자체 조회 ◆ 의무운행기간 미준수(타도시군판매,말소 등)시에 환수율에 따라 보조금(지방비)환수 ---------------------------------------------------------------------------------------------------------- ▶ 자세한 사항은 공고문 확인. ▶▶ 시스템 잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바랍니다. ▶ 자격부여 및 대상자 선정 후 문자통보 없음. 시스템 직접 확인 요망."
전북,순창군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,54,13,0,1,40,53,13,1,1,38,51,13,1,1,36,3,0,0,0,4,"<2026년 순창군 2차 전기차 보급사업 > 사업공고 : 2026. 6. 9.(화) 접수기간 : 2026. 7. 7.(화) 10: 00 ~ 예산소진시까지 보급대수 : 40대(전기 승용 34, 전기 화물 6)"
전북,고창군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,57,10,0,5,42,58,12,0,3,43,56,12,0,3,41,1,0,0,2,1,"★★★고창군 상반기 전기자동차 보급사업★★★ □ 공고개요 1. 신청기간 - 상반기 : 2026 2. 20.(금) 10:00 ~ 6. 30.(화) 18:00 (예산 소진 시 조기마감) - 하반기(예정): 2026. 7. 1.(수) ~ 11. 30.(금) (예산 소진 시 조기마감) 2. 보급대수 : 162대(승용 95, 화물 67) ※ 상반기 : 97대(승용 57, 화물 40) ※ 보급물량 상세내용은 공고문 참조 3. 지원차종 : 환경부 무공해차 통합누리집(www.ev.or.kr) 참조 ※ 공고일 이후 환경부 보조금 지원대상으로 선정된 차량은 추가공고 없이 보조금 지원대상 포함 4. 지원금액 : 차종에 따라 차등지원 5. 신청방법 : 신청자 ⇒ 제조·수입사(대리점) ⇒ 환경위생과 제출 (무공해차 구매보조금 지원시스템)"
전북,부안군,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,76,8,0,8,60,68,8,0,0,60,68,8,0,0,60,8,0,0,8,0,"======================================= 상반기 승용 -우선순위, 일반 / 화물-우선순위, 일반 마감 ================================== << 부안군 상반기 전기차 보조금 지급신청 안내>> ◎ 상반기 신청 기간 : 2026.2.23.(월) 9:00 ~ 2026.6.26.(금) 18:00 [예산소진 시 조기마감] ◎ 상반기 보급대수 : 승용 76대 화물 41대 ◎ 지원대상 : 부안군에 연속하여 60일 이상 주소를 둔 만18세 이상의 군민 ◎ 선정방법 : 출고 및 등록순 ---------------------------------------------------------------------------- ※ 차종별 보조금 차등 지원에 따른 보급대수 예산범위내 변동가능 ※ 전환지원금을 위한 폐차 및 판매 증빙서류는 보조금 지급신청 전까지 제출 - [신청 시 전환지원금 Y체크] 추후 별도 신청 및 지급 불가 ※ 누락 서류 및 오기입된 서류가 없는지 확인 바랍니다. ※ 자세한 사항은 공고문 참조 ※시스템의 출고 잔여대수는 실제 잔여대수와 다를수 있으므로 담당자에게 확인바랍니다. ---------------------------------------------------------------------------- ★ 단순 접수 알림 및 독촉전화 자제 부탁드리고 당일신청 당일 출고 지양바랍니다. ★ 지급신청 후 지원서류 및 지급신청 서류 원본제출 [우편주소: 전북특별자치도 부안군 부안읍 당산로 91, 부안군청 환경과 전기차 담당자 앞]"
전남,목포시,전기승용,본공고 1 본공고 2 추경1차 1,*일반: 출고등록순 *우선: 출고등록순,151,4,0,2,145,180,27,6,13,134,100,17,3,6,74,51,0,0,0,71,2026년 전기자동차(승용) 보급사업(2차) 공고 안내 ○ 신청기간 : 2026 5. 20. ~ 6. 30. (평일 9 ~18시) ☆★○ 지원가능 확인요청 : 2026. 5. 22. ~ 6. 30. (평일 9 ~18시) ○ 보급대수 : 55대 ○ 선정방법 : 지원가능 확인요청 순(출고등록순) ※ 보급대수는 차량별 보조금 차등지원에 따라 예산범위 내에서 변동될 수 있음
